,Date,User,Tweet
383,2017-12-31 03:50:10+00:00,VijayKu93328387,@vijayrupanibjp Very nice
384,2017-12-31 03:14:30+00:00,vinaypatel286,"@vijayrupanibjp Respected Sir,
Above 500 jobless people waiting for justice of ITI Instructor case no : 21988/2016.please help to move forward for this  case."
385,2017-12-31 02:43:36+00:00,Jmpandav1,@vijayrupanibjp Jay gujarat
386,2017-12-31 02:07:12+00:00,Believeinbeard,@vijayrupanibjp @narendramodi when the hell in a world you guys will solve frequent power cut issues in Gandhinagar? It's ridiculous every morning I've to wake up to this. If you're done with your election propaganda look into it as well.
387,2017-12-31 01:52:55+00:00,Jitu42305430,@vijayrupanibjp Nice
388,2017-12-31 01:37:16+00:00,DineshC31275947,@vijayrupanibjp Congratulations sar
389,2017-12-30 20:42:02+00:00,vimalshah37,@vijayrupanibjp Why more portfolio to one person in 21st century. Division of work will bring more efficiency and development rather many to one
390,2017-12-30 19:52:44+00:00,amitavasarker,@vijayrupanibjp Thanks for sharing with us such good  information .We do believe that Gujarat will prosper under your valued leadership .Jay Hind jay Bharat .
391,2017-12-30 19:43:40+00:00,AmitoshPandey9,@vijayrupanibjp Nice
392,2017-12-30 17:43:09+00:00,RCB_MumbaiBoy,@vijayrupanibjp @AhmedabadAMC All the police man in Bandobast of Flower Show and Kankaria Carnival r busy on Mobile with Facebook &amp; WhatsApp
393,2017-12-30 17:38:20+00:00,shariharan76,@vijayrupanibjp Sir pls settle internal issues as this tenure us gng to very worst phases 10 more seats wld have been safer al HP is trying to deflect newly elected bjp mla
394,2017-12-30 16:44:14+00:00,GauravB30323703,"@vijayrupanibjp @narendramodi @PMOIndia #Save_CGL_16
@narendramodi @AmitShah 
Govt. is losing trust from our hearts.
We 10661 candidates are only succumbing to sheer injustice . Pls save us nd our families.
We r not getting joining bcoz of lethargic process 
#save_cgl_2016"
395,2017-12-30 16:33:59+00:00,koolingflower,"@vijayrupanibjp @BJP4Gujarat hope elwctions r over and u hav to time to cut his hands before a civil revolution of patels to disturb gujrat before 2019.reducing hindu vote of bjp,dirty congress trick @narendramodi @PMOIndia @RSSorg @AmitShah @rammadhavbjp @BJP4India @arunjaitley https://t.co/qM4x8FIJwn"
396,2017-12-30 15:57:23+00:00,AshokJhurani,@vijayrupanibjp @narendramodi Where is the gender equality? The is no commission for men where they can represent their matrimonial problems. Laws only for women to empower them. No laws for men empowerment.
397,2017-12-30 15:52:23+00:00,Trusharjoshi17,@vijayrupanibjp I do not expected this thing in your government
398,2017-12-30 15:10:16+00:00,kanjariya_nilam,"@vijayrupanibjp 

Stop corruption please"
399,2017-12-30 15:07:44+00:00,lashkari_p,@vijayrupanibjp Good
400,2017-12-30 15:03:22+00:00,LokahitamK,"@vijayrupanibjp DO OUR RIGHTEOUS DUTIES WILL ONLY WELCOMING  THE NEW ERA.
LOKAHITAM MAMA KARANEEYAM."
401,2017-12-30 14:53:02+00:00,bharatp01950165,@vijayrupanibjp congratulations sir
402,2017-12-30 14:17:29+00:00,PkvBAPU,@vijayrupanibjp @narendramodi Bjp retain not patels votes...only khstriya&amp; obc votes
403,2017-12-30 14:16:33+00:00,AkKhanna61,"@vijayrupanibjp.. There are disturbing reports regarding nitin patel in the air. Kindly clear this dispute, if any? at the earliest. This should not hv happened at all. @AmitShah @BJP4India... It's really making all bjp supporters restless."
404,2017-12-30 14:12:00+00:00,dheeraj778,@vijayrupanibjp sir condition of bhuj bus stand is very bad and it's near by area also... @AmitShah
405,2017-12-30 14:11:09+00:00,PkvBAPU,@vijayrupanibjp @narendramodi Bjp retain due to rajput &amp; obc votes..not patels votes
406,2017-12-30 13:48:31+00:00,THUSUR,@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Sir modi ji has given Yu big responsibility as cm of Gujrat so kindly make such policies that will benfit poor kisan and middle class pl
407,2017-12-30 13:27:24+00:00,RajzzkK,@vijayrupanibjp Nice pic
408,2017-12-30 13:21:29+00:00,GBRajgor,@vijayrupanibjp superb superb
409,2017-12-30 13:10:41+00:00,KumarSargun,@vijayrupanibjp Good job
410,2017-12-30 12:46:15+00:00,patelvirat1996,@vijayrupanibjp @AmitShah  why is @Nitinbhai_Patel  kept away from important ministries...what is the meaning of retaining all imp portfolios to CM and limiting role of Dy. CM?
411,2017-12-30 12:42:42+00:00,ajayiyer15,@vijayrupanibjp can you get it adopted https://t.co/Gs7UFOOD5T
412,2017-12-30 12:29:28+00:00,chetan12984,@vijayrupanibjp Congratulations sir
413,2017-12-30 12:28:03+00:00,Ershivrathore,"@vijayrupanibjp after 1.5 month no any information about my loss mobile from surat railway station.
Fir mazak h gujarat me."
414,2017-12-30 12:16:29+00:00,Krishna84859939,"@vijayrupanibjp  

Please Control Media

Give post. Nanak hats to nitin"
415,2017-12-30 12:03:48+00:00,Sudip_007_truth,@vijayrupanibjp please pacify Nitin patel !
416,2017-12-30 12:03:19+00:00,pratikpatel9623,@vijayrupanibjp  Why important portfolios have been taken from deputy chief minister? @AmitShah
417,2017-12-30 11:54:04+00:00,SKBhard55931653,"@vijayrupanibjp Very nice collection and
Congratulations"
418,2017-12-30 11:43:06+00:00,sawhney_dinesh,"@vijayrupanibjp Congrats CM HNY👍 Prabhu bless you to fulfill aspirations of Gujarat peoples.
 Solve lady problem During election pushed from your resident"
419,2017-12-30 11:36:45+00:00,Upenderkomar27,"@vijayrupanibjp Baiman bussinessman has become CM of gujrat.  A political leader, gaali hogi."
420,2017-12-30 11:20:19+00:00,sunilCh79565824,@vijayrupanibjp nice
421,2017-12-30 11:16:22+00:00,jasminpadiya30,@vijayrupanibjp  Let the Vikas Blossam Just like the beautiful flowers
422,2017-12-30 11:14:05+00:00,dhavalvaland79,@vijayrupanibjp Sir congratulations for being CAM again. Now sir please now give some good news for Outsourcing Employee
423,2017-12-30 11:11:04+00:00,sayee_k,@vijayrupanibjp Wish you all success ji
424,2017-12-30 11:09:11+00:00,ChiragAcha,@vijayrupanibjp Kick out Nitin Patel
425,2017-12-30 11:02:04+00:00,reddysanat,@vijayrupanibjp Very good
426,2017-12-30 11:00:56+00:00,odisha_santosh,"@vijayrupanibjp Can u list out the final fee chart?
Otherwise the same fee they will take from parents."
427,2017-12-30 10:54:41+00:00,karavadiraghava,@vijayrupanibjp A Fantastic Meal to Eyes.that gives Immense Pleasure.
428,2017-12-30 10:50:58+00:00,sunilCh79565824,@vijayrupanibjp Very nice sir
429,2017-12-30 10:50:53+00:00,jaysinghjapla11,@vijayrupanibjp Wow it just looking like flower heaven...i wish to be there for all time.😍😍😍 @vijayrupanibjp
430,2017-12-30 10:36:59+00:00,kirtijoshi1958,@vijayrupanibjp @Nitinbhai_Patel @narendramodi @AmitShah. What is this?  Settle issue. After election over power matters.  Nitin Patel Ur invited by Hardik. Level kya hai Hardik ka? @HardikPatel_  Nonsense anarchist.  Right to recall. Politicians r not people friendly. Power Dedo
431,2017-12-30 10:29:33+00:00,jayjani31,@vijayrupanibjp Nitin patel ne cm no banavya to gujarat bandh
432,2017-12-30 10:22:48+00:00,KishorVegad5,@vijayrupanibjp Lovely and beautiful flower
433,2017-12-30 09:45:10+00:00,RajatTi77868400,@vijayrupanibjp Sir please speak about Nitin patel
434,2017-12-30 09:36:54+00:00,prabhakarpranee,@vijayrupanibjp Pls be careful https://t.co/T9bxpI3xvA
435,2017-12-30 09:31:45+00:00,krunal838412,@vijayrupanibjp Congress and pass is planning to make nitin Patel cm and destroy the government understand the things. BJP is known as parivar not party respect this feelings
436,2017-12-30 09:30:27+00:00,KewalSingla4,@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Very good sir lage raho 2019 ki tiyare kro I good wish for you sir
437,2017-12-30 09:29:03+00:00,RAKESHS10593273,@vijayrupanibjp what is this ???? https://t.co/bBFzMhSm0v
438,2017-12-30 09:27:32+00:00,pratik_ravrani,@vijayrupanibjp Equal work Equal pay....
439,2017-12-30 09:20:35+00:00,mallarabanavadi,@vijayrupanibjp So beautiful
440,2017-12-30 08:41:18+00:00,mann1043,"@vijayrupanibjp yr portfolios Gen administration. Ports.. 
Adani ji petroleum.. GSPC scam..Home.. Amit Shah ji. Mines Urban Development.. Clu industries.. So heavy departments.. Cholesterol increase ho jayega sir. 
Jara  Bach ke"
441,2017-12-30 08:36:33+00:00,kashyapvaishnav,@vijayrupanibjp @CMO_Gujarat @AmitShah @jitu_vaghani why this idot hardik is still continues police protection? why its cost be borne by gujarat public? This facility be removed atonce.
442,2017-12-30 08:30:36+00:00,MaruRajeev,"@vijayrupanibjp https://t.co/TO5XiyecTY
What is your reply about this ???"
443,2017-12-30 08:19:38+00:00,ChauhanDhimant,@vijayrupanibjp Where is the deputy CM
444,2017-12-30 08:11:25+00:00,KrunalJoshi23,@vijayrupanibjp sir many congratulations for new Government. Set a trend by involving people in decision making. Bopal Flyover issue is yet to be resolved.
445,2017-12-30 08:08:59+00:00,DarshakVora3,"@vijayrupanibjp Vijaybhai, why cant the BJP stay together and run good governmemt and show the performance ? You all are elected to serve and rule.shame ! if you cannot keep your flock togather."
446,2017-12-30 08:03:39+00:00,RambhaiPatel13,@vijayrupanibjp रुपाणी जी do not under estimate Nitinbhai patel next Election in 2019 on way
447,2017-12-30 07:56:37+00:00,PathanShabaz2,@vijayrupanibjp Nice sir
448,2017-12-30 07:45:25+00:00,reddysanat,"@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Very good 
You shud keep d state good order 
You shud bring d state to Modi model 
We understand from news dat after Modi become PM. State admin has collapsed to lowest level 
As new CM of Gujarat 
We wish to see Modi admin again"
449,2017-12-30 07:40:43+00:00,ganibhaikakal1,@vijayrupanibjp @Nitinbhai_Patel good
450,2017-12-30 07:36:37+00:00,Ranjeet68587992,@vijayrupanibjp @narendramodi It is right but something is missing.
451,2017-12-30 07:21:56+00:00,anujforchange,"@vijayrupanibjp Please launch Vikrami Sambat Calendar with Tithis also. It will give a positive message. Regards,"
452,2017-12-30 07:15:07+00:00,abhishekdoshi19,@vijayrupanibjp When I can buy this calender?
453,2017-12-30 07:02:19+00:00,KewalSingla4,@vijayrupanibjp Sir impeleted
454,2017-12-30 06:52:50+00:00,IMindianTrader,@vijayrupanibjp From where i can get?...
455,2017-12-30 06:49:49+00:00,Uliraja1,@vijayrupanibjp Good morning sir
456,2017-12-30 06:43:31+00:00,iParsuDesai,@vijayrupanibjp How much budget a calendar does?????
457,2017-12-30 06:38:51+00:00,sskhoja1,@vijayrupanibjp Kam karo ne bhai ...why r u westing of time in calendar
458,2017-12-30 06:32:30+00:00,yogesh1101995,@vijayrupanibjp Plz launched time table for upcoming vacancy of Gujarat Government
459,2017-12-30 06:25:00+00:00,sudhirchaube,@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Sir is news of bjpgujarat team unhappy being true?
460,2017-12-30 05:46:56+00:00,NigamTarang,@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP India leading towards an incredible one.🙌🙌
461,2017-12-30 05:45:20+00:00,BSTVKA,@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Best of luck sir
462,2017-12-30 05:41:14+00:00,SATYENGTRIVEDI,@vijayrupanibjp @narendramodi @AmitShah @arunjaitley @ForBJPGujarat @Sandesh_News @abpasmitatv @vtvnews In 21st Centuary Gujarat should lift Wine ban &amp; to be linked with aadhar based quota for drinking. We should become more liberal society so our young generation dont take drugs
463,2017-12-30 05:38:45+00:00,RG83T4TWT,"@vijayrupanibjp Wow, looking forward to it ..."
464,2017-12-30 05:38:27+00:00,CLChavda2,@vijayrupanibjp Jay Ho
465,2017-12-30 05:26:19+00:00,krupal_chauhan,"@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Very good work and great initiative for the children,  they are the future of India and Gujarat @vijayrupanibjp @VtvGujarati @akilanews @sandeshnews @sardanarohit @anjanaomkashyap @shvetasingh"
466,2017-12-30 05:03:53+00:00,RAJESHK56460355,@vijayrupanibjp Jay Hind Jay Gujrat
467,2017-12-30 05:02:09+00:00,Dheeraj01359295,"@vijayrupanibjp @arunjaitley may be god ,,,,give him a healthy life nd he can serve of india like a good politicians ,,,,so very very happ birthday to......jetli ji...."
468,2017-12-30 04:56:26+00:00,JetavatP,@vijayrupanibjp Good Flower Show
469,2017-12-30 04:40:40+00:00,aryanprakash90,@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Wishing you all the best for your chief ministerial tenure Sir
470,2017-12-30 04:39:06+00:00,PatKiranbhai,"@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Sir why we allow coal gasifier which give CANCER to Gujarati by air water &amp; food ? All the farmers destroy due to coal gasifier water pollution and vote against BJP , when our corrupt open eyes and stop that demon coal gasifier morbi air . Save environment and public pls ."
471,2017-12-30 04:30:25+00:00,saagar_anand,@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP Great work by government
472,2017-12-30 04:29:29+00:00,DronzerP,@vijayrupanibjp @adamya_chetana @AnanthKumar_BJP that's right sir
473,2017-12-30 04:22:32+00:00,bcldemolition,@vijayrupanibjp @narendramodi But it shall be in real application. Land acquisition act 2013 is good but not applied till today.
474,2017-12-30 04:19:36+00:00,bcldemolition,@vijayrupanibjp Nice distribution of portfolio for public satisfaction.
475,2017-12-30 04:08:03+00:00,shivytweetz,@vijayrupanibjp @gsrtc_official sir can we expect some response from you? Or you are also going to disappoint the citizens like the GSRTC staff does? https://t.co/igcOYV8gdj
476,2017-12-30 03:54:41+00:00,MahobatsinhD,@vijayrupanibjp @Nitinbhai_Patel @BhupendraSinh1 @Jaydrathsinhji @Pradipsinh_mla @BJP4Gujarat @BJP4Gujarat @narendramodi @AmitShah Congratulations to all Minister of Council if Gujarat with hope to fulfill dreams of people of Gujarat
477,2017-12-30 03:38:58+00:00,ali_managori,@vijayrupanibjp sir strt gps system and bus tracking software to find where is my bus... To save time
478,2017-12-30 03:35:30+00:00,Gelotmahesh499,@vijayrupanibjp Nice sir
479,2017-12-30 03:28:12+00:00,ANileshbhai,@vijayrupanibjp Congratulations sir
480,2017-12-30 03:26:25+00:00,GeeJe,"@vijayrupanibjp Sir. It’s really great thought n initiative. Pl complete #GIFTCITY, Dholera SIR and also develop ecosystem like T-Hub (Hyderabad). #gujarat has potential to become #startup hub. Look forward to 5 most progressive years."
481,2017-12-30 03:07:32+00:00,CAArpit13,@vijayrupanibjp Sir pls ask them to take care after ur inauguration i once visited it n it was in a very bad condition.
482,2017-12-30 02:50:35+00:00,panshah62,@vijayrupanibjp agriculture equipment permission not yet given since April under subsidy what is the use of digitisation
483,2017-12-30 02:41:16+00:00,JagdishBPatel9,@vijayrupanibjp Jay hind
484,2017-12-30 02:32:40+00:00,Gabharubhaikha,@vijayrupanibjp J J Garvi Gujrat
485,2017-12-30 02:31:41+00:00,Gabharubhaikha,@vijayrupanibjp Good morning
486,2017-12-30 02:23:23+00:00,dspruthvi,@vijayrupanibjp Sir. Thanks such frequent events keep city clean and Green
487,2017-12-30 01:55:13+00:00,Sarbhangsingh4,@vijayrupanibjp Good morning sir
488,2017-12-30 01:30:03+00:00,congratsbot,@vijayrupanibjp congratulations!
489,2017-12-30 01:30:02+00:00,Ramakri57099495,@vijayrupanibjp Congrats  sir for Gujarat  again serve one time
490,2017-12-30 01:29:40+00:00,Sudheer60878623,"@vijayrupanibjp Bahut Sunder, honrable CM sir if possible please arrange to make a row of flowers on the road side .
Because it can be made in# Gujrat only."
491,2017-12-30 01:15:57+00:00,BipinPa66147817,@vijayrupanibjp So butiful. flower in ahmedabad
492,2017-12-29 21:51:45+00:00,dabhi_budhesh,@vijayrupanibjp @narendramodi Congratulations
493,2017-12-29 20:47:21+00:00,SKBhard55931653,"@vijayrupanibjp Very nice
Beautiful pictures and
Good work
Congratulations"
494,2017-12-29 18:28:47+00:00,SarvaiyaDalpat,@vijayrupanibjp Thanks sir
495,2017-12-29 18:28:20+00:00,swetk2,@vijayrupanibjp You are inaugurating and closing in just 3 months. Live example of row row ferry service of ghoga - dahej.
496,2017-12-29 18:24:59+00:00,swetk2,@vijayrupanibjp @AmitShah @narendramodi @BJP4Gujarat      Why this service has been stopped?? Is this was only election stunt.      Who is making people fool? Narendramodi? Amitshah? VijayRupani? Or Gujarat public is already fool thats why you are elected. https://t.co/S6zqGYs2F0
497,2017-12-29 17:50:16+00:00,autith_dayanand,@vijayrupanibjp Congratulations
498,2017-12-29 17:38:14+00:00,Ben1062321671,@vijayrupanibjp Sir think about farmers and start work in ruler areas otherwise you will lose next election
499,2017-12-29 17:13:55+00:00,Krishna84859939,"@vijayrupanibjp 

SMART SCHOOL Will be

CHANGE LIFESTYLE. Do it"
500,2017-12-29 17:12:24+00:00,Krishna84859939,"@vijayrupanibjp 

Please Build SMART SCHOOL
BETTER For STUDENTS"
501,2017-12-29 16:45:54+00:00,saureen,@vijayrupanibjp Why is this a priority for your govt? Can you please give us supporters an understanding of what you intend to do in Saurashtra? What is your strategy to further develop the state? @BJP4India @BJP4Gujarat
502,2017-12-29 16:34:37+00:00,dipakch1978,@vijayrupanibjp congratulations sir
503,2017-12-29 16:27:42+00:00,isaorabh,@vijayrupanibjp Sir traffic na thay bas.... already sick of with the crazy traffic at kankaria
504,2017-12-29 16:19:19+00:00,ravindrasinh_1,"@vijayrupanibjp sir congrats bdw
Acharsanhita na agla divas karel jaherat no circular hju sudhi nathi avyo.
Su GUVNL company change lavi apse apna through????
Ke pachi 5000 families ne 6etarvano nushkho hato e???
From: Ek lachar govt. Employee cum citizen"
505,2017-12-29 16:18:58+00:00,compassion007,@vijayrupanibjp your deputy is not attending office coz of portfolio ..not a wise move by you people
506,2017-12-29 16:13:09+00:00,Tushaaragarwal4,@vijayrupanibjp @atlantesindia hope some lotus will there 😄😄😄😄
507,2017-12-29 16:08:49+00:00,KharvaNikul,@vijayrupanibjp I hope all new Minister consider value of contract basis amploye to increase fix salary
508,2017-12-29 16:01:43+00:00,SinghraoBharat,"@vijayrupanibjp 
Congratulations sir....for win in again in gujrat...heartly wishesh to u..."
509,2017-12-29 15:50:17+00:00,rameshc14062779,@vijayrupanibjp Gujarat will progress rapidly under your team and our beloved Narendrabhai
510,2017-12-29 15:31:09+00:00,parvez_amer,@vijayrupanibjp Nice work
511,2017-12-29 15:22:03+00:00,JitendraDesai,"@vijayrupanibjp Best wishes for successful tenure &amp; great win in 2019,2022"
512,2017-12-29 15:21:11+00:00,HirInesh,@vijayrupanibjp Congratulations
513,2017-12-29 15:18:47+00:00,bijal7045,@vijayrupanibjp sir smc employer not respond please ...it's V big problems in our adorable hous.....
514,2017-12-29 15:17:20+00:00,bijal7045,@vijayrupanibjp loveing chif minestrone of gujrat .I am from Surat city ve have bigger problems in adorable housing in Surat (vesu) sir
515,2017-12-29 15:12:36+00:00,drkalpin,"@vijayrupanibjp Sir, the flower show is a great initiative. Keep up the good work. At the same time, do focus on economy and agrarian sector.. You have a gr8 opportunity to work for 5 full years and make your mark with your own vision for the state.. Best wishes 👍"
516,2017-12-29 15:00:24+00:00,rakeshti1977,@vijayrupanibjp @NNatthu @narendramodi @PMOIndia Congratulations
517,2017-12-29 14:55:34+00:00,IamVikas1111,"@vijayrupanibjp  Sir we are very excited for this show, but we also miss Ahmedabad air show which also adventure and excitement so humble Request for Ahmedabad air show at riverfront 🙏🙏🙏🙏🙏🙏🙏🙏 https://t.co/ldSfcrYu6E"
518,2017-12-29 14:46:25+00:00,vasanji,"@vijayrupanibjp I will criticise you , your policies &amp; your govt.at large NOT to oppose you but suggest #ConstructiveMeasures for Better Governance , the practice i have followed from the Day1 of NaMo @narendramodi then @CMOGujarat &amp; now @PMOIndia ."
519,2017-12-29 14:29:13+00:00,Riverview204Sam,"@vijayrupanibjp Maintained Sikkim tradition name rare flower
breed NARENDRA or MODI
Jai Somnath
Jai Gujarat https://t.co/ZY15Ng3uez"
520,2017-12-29 14:25:32+00:00,RakeshK32559970,@vijayrupanibjp Congrats to all elected minister wish do good for sabka sath sabka vikas
521,2017-12-29 14:24:52+00:00,Nikhil90767998,@vijayrupanibjp Congrats sir 😊😊
522,2017-12-29 14:22:33+00:00,Shekhar9997777,@vijayrupanibjp @DrRPNishank @Nitinbhai_Patel @AmitShah @narendramodi @BJP4India @BJP4Gujarat @BJP4UK @BJPLive @PTI_News congratulations sir
523,2017-12-29 14:17:52+00:00,pvchavan5,"@vijayrupanibjp Inauguration is ok. But your team should realise and geared up for the work to be done. Basic need like roads, drainage and electricity should be provided in devloped areas of cities in Gujarat."
524,2017-12-29 14:15:53+00:00,vijayv2,@vijayrupanibjp Beautiful 👌/warm wishes
525,2017-12-29 14:09:14+00:00,prpatel33,@vijayrupanibjp sir you r wasting money this money should be spend on education of poor people
526,2017-12-29 13:58:57+00:00,dspruthvi,"@vijayrupanibjp @AmitShah @narendramodi_in sir. When ahmedabad will become Green , clean and traffic controlled city ?"
527,2017-12-29 13:58:13+00:00,AISHWARY_,"@vijayrupanibjp Hi Sir, I live at Vastrapur, Ahmedabad. The Street Light at our Locality doesn't work. Pls help and get the issue resolved. It becomes really unsafe for all the residents. 
My address is  Shubhlaxmi Appartment,Vastrapur, near R.j. TIBERWAL COMMERCE COLLEGE,Ahmd-15"
528,2017-12-29 13:38:21+00:00,Kailash01461579,@vijayrupanibjp Jay hind
529,2017-12-29 13:17:00+00:00,jayeshbhatt1402,@vijayrupanibjp wishing u very good luck to all of u sir and God Give lots power to over come all issue
530,2017-12-29 13:16:10+00:00,Ripesh13,@vijayrupanibjp @byadavbjp Bjp Gujarat
531,2017-12-29 13:09:08+00:00,vipul2196,"@vijayrupanibjp Dear Sir, We are facing huge problem of traffic jam during 5pm to 7pm at sanathal circle. our family have to wait more then 30 min from usual time for us because of that traffic. Do some favour"
532,2017-12-29 12:31:41+00:00,vivek241188,"@vijayrupanibjp  Dear Sir...Congratulation for BJP sarkar consistently 6th time.
Request you to look into DEENDAYAL PRADHANMANTRI JAN AUSHADHI STORE.
We are not getting medicines from the above scheme as Franchisee says that they are not getting supply of medicines from gov."
533,2017-12-29 12:26:15+00:00,Dharmes89204603,@vijayrupanibjp Congratulations  sir to cm. Great work sir. Keep it sir
534,2017-12-29 12:13:18+00:00,Deepak73420901,@vijayrupanibjp Congrats sir
535,2017-12-29 12:09:43+00:00,Kavitpandya1,@vijayrupanibjp is it true? https://t.co/nf8J66ICgb
536,2017-12-29 12:07:40+00:00,ArvindS94406261,"@vijayrupanibjp 

My colleague has slapped by bus driver once travel from morbi to Rajkot.
Please take necessary action https://t.co/a9HDQUUI6F"
537,2017-12-29 12:05:21+00:00,hmpadhiyar,@vijayrupanibjp Sir congratulations
538,2017-12-29 11:52:16+00:00,PravinPatel2017,@vijayrupanibjp @narendramodi in Gujarat law &amp; order should be implemented
539,2017-12-29 11:34:28+00:00,thakor_asif,"@vijayrupanibjp Sir first I congrats to you that you bcame a  CM
And second  that  please  order to open the waiting list for the ST  DRIVER   Please give us jobs   
  Your's faithful indian
Jay hind"
540,2017-12-29 11:17:19+00:00,Dixita18401727,@vijayrupanibjp Congretulations
541,2017-12-29 10:47:17+00:00,JagdishJhaveri2,@vijayrupanibjp I am Senior Journalist former business Editor Gujarat AmSamachar Ckongratulate u as takenoth as Chie minister of Gujarat.God give ability to serve people with sincere efforts .
542,2017-12-29 10:47:11+00:00,Shyam2613,"@vijayrupanibjp Congratulations rupani saheb,all the best"
543,2017-12-29 10:43:06+00:00,irohan_shah,"@vijayrupanibjp @Nitinbhai_Patel @DGPGUJARAT 
Pleasesir Help us https://t.co/tS75Db4NXT"
544,2017-12-29 10:25:25+00:00,MonaPat99858508,@vijayrupanibjp @narendramodi True
545,2017-12-29 09:39:45+00:00,PravinC78324380,@vijayrupanibjp Congratulations
546,2017-12-29 09:28:28+00:00,pandeyguj,"@vijayrupanibjp 
Sir I hope that in your leadership my gujarat will go ahed."
547,2017-12-29 09:07:10+00:00,CA_KKVekariya,@vijayrupanibjp @CMOGuj plz see in your office https://t.co/5I3QHtng1T
548,2017-12-29 08:48:21+00:00,JainCahemant,@vijayrupanibjp @narendramodi Good decision
549,2017-12-29 08:28:21+00:00,anilsavseta,@vijayrupanibjp Congratulations
550,2017-12-29 08:02:04+00:00,VimalBhattBJP,@vijayrupanibjp Congratulations saheb
551,2017-12-29 07:42:30+00:00,SKBhard55931653,@vijayrupanibjp Thanks g
552,2017-12-29 07:37:44+00:00,Narendr03535723,@vijayrupanibjp Congratulations...All the best Sir👍
553,2017-12-29 07:31:29+00:00,r_dhariwal,"@vijayrupanibjp ji at @kalikundtirth ji just b4 oath Ceremony 
@Ratnaworld https://t.co/Xge4ZAgYPD"
554,2017-12-29 07:28:12+00:00,sanjeevjha17,@vijayrupanibjp south gujraat and central  gave you a victory but  suraashtra got ministary
555,2017-12-29 07:19:46+00:00,limbad_bhavesh,@vijayrupanibjp Vi ni sir is a best work in gujrat Jay ho
556,2017-12-29 07:17:26+00:00,Praveen00292999,@vijayrupanibjp @narendramodi Really it will be remarkable  step to the Muslim women to pass Tripal Talaq
557,2017-12-29 07:11:35+00:00,ArvindShahi17,@vijayrupanibjp Best of luck for new innings
558,2017-12-29 07:01:12+00:00,agarwal_sushiil,@vijayrupanibjp Lets work for 26 out of 26.organise 26 january walkathon in each village and town of gujarat with great pomp and show.26 january state govt.function at SURAT.
559,2017-12-29 06:52:58+00:00,AnkitKumarSonu6,"@vijayrupanibjp @narendramodi Well done sir , I proud of you and your government"
560,2017-12-29 06:37:41+00:00,vishalp13786,"@vijayrupanibjp Go ahed @ all the best 
jay jay Garvi GUJARAT"
561,2017-12-29 06:32:12+00:00,Arvindc50884664,@vijayrupanibjp Nice work
562,2017-12-29 06:25:19+00:00,HimanshuDRaval3,@vijayrupanibjp Congratulations 2 All Our Ministers.
563,2017-12-29 06:21:00+00:00,sanjivmehta63,@vijayrupanibjp Under your leadership at state level and Modiji and team at centre “ VIKAS “ is the only outcome. Jai Ho
564,2017-12-29 06:20:40+00:00,HariomS50234650,@vijayrupanibjp All the best
565,2017-12-29 06:10:44+00:00,Umeshku65366045,@vijayrupanibjp All the best sir
566,2017-12-29 06:00:04+00:00,Kishankumar9121,@vijayrupanibjp @narendramodi So thanks for the pm modi&amp;ravishankar Prasad ji. Congratulations
567,2017-12-29 05:56:05+00:00,MustansirWala,@vijayrupanibjp BEST OF LUCK
568,2017-12-29 05:54:44+00:00,Ravindr85552715,@vijayrupanibjp @narendramodi Congratulations
569,2017-12-29 05:52:49+00:00,AshishS18514007,@vijayrupanibjp Congratulations
570,2017-12-29 05:43:48+00:00,girirajbhaiya,@vijayrupanibjp @Dev_Fadnavis pls. Pass a law in Maharashtra too.. to regulate exorbitant fees being charged here by private schools
571,2017-12-29 05:43:28+00:00,jaydevsinh_g,@vijayrupanibjp  congratulations sir
572,2017-12-29 05:34:50+00:00,SbThummar,@vijayrupanibjp Best of luck all #mla2018 nd sahi vision aur logo ki musibat I ko solve karo
573,2017-12-29 05:30:01+00:00,ManishK03021984,@vijayrupanibjp Thanks
574,2017-12-29 05:29:27+00:00,guptaadesh32,@vijayrupanibjp Gud work
575,2017-12-29 05:15:26+00:00,iBhaskarNegi,@vijayrupanibjp @narendramodi Wow. Gender equality. When you talk one side how can you claim it to be gender equality. U didn't talk about khula(divorce given by woman). Talak(divorce given by man) is one side. This is so unfair. #TripleTalaq @narendramodi #tripletalaqbill
576,2017-12-29 05:07:13+00:00,harishindira,"@vijayrupanibjp @Nitinbhai_Patel Why don’t you change the office hours from 8 am to 5 pm Monday to Friday ? Are you treating your Govt staffs as your son-in-laws? Show some guts, don’t be useless and leave in dream world"
577,2017-12-29 05:02:30+00:00,Umesh25Waghela,@vijayrupanibjp @arunjaitley wish you happy birthday and prosperous healthy wealthy years ahead
578,2017-12-29 05:00:49+00:00,Bharatgamot7,@vijayrupanibjp congratulations!
